18,2.6,1360,150,11.882,1045.5,166,1056.3,113,1692,1267.5,13.6,48.875,0.75775
19,2,1292.3,112,9.3972,954.75,103,1173.8,92,1558.8,972.25,13.3,47.7,0.72549
20,2.2,1402,88,8.9978,939.25,131,1140,114,1554.5,1074,11.9,53.975,0.75024
21,2.2,1375.5,80,9.2288,948.25,172,1092,122,1583.8,1203.3,11,60,0.78671
22,1.6,1272.3,51,6.5182,835.5,131,1205,116,1490,1110,11.15,59.575,0.78879
23,1.2,1197,38,4.741,750.25,89,1336.5,96,1393,949.25,11.175,59.175,0.78477
0,1.2,1185,31,3.6244,689.5,62,1461.8,77,1332.8,732.5,11.325,56.775,0.76031
1,1,1136.3,31,3.3267,672,62,1453.3,76,1332.8,729.5,10.675,60,0.77024
2,0.9,1094,24,2.3394,608.5,45,1579,60,1276,619.5,10.65,59.675,0.76482
3,0.6,1009.8,19,1.6967,560.75,-200,1705,-200,1234.8,501.25,10.25,60.2,0.75166
4,-200,1011,14,1.2936,526.75,21,1817.5,34,1196.8,445.25,10.075,60.475,0.74649
5,0.7,1066,8,1.1334,512,16,1918,28,1182,421.75,11,56.175,0.73656
6,0.7,1051.8,16,1.6038,553.25,34,1738.3,48,1221.3,471.5,10.45,58.125,0.7353
7,1.1,1144,29,3.2436,667,98,1489.8,82,1339,729.75,10.2,59.6,0.74174
8,2,1333.3,64,8.0138,899.75,174,1136,112,1517,1101.5,10.75,57.425,0.74079
9,2.2,1351,87,9.5406,960.25,129,1079,101,1582.8,1027.8,10.5,60.6,0.76911
10,1.7,1233.3,77,6.3358,827.25,112,1218,98,1445.8,859.75,10.8,58.35,0.75518
11,1.5,1178.8,43,4.9716,762,95,1327.5,92,1361.8,670.5,10.5,57.925,0.73516
12,1.6,1236,61,5.2169,774.25,104,1301.3,95,1401.3,664,9.525,66.775,0.79505
13,1.9,1285.5,63,7.2699,868.5,146,1162.3,112,1536.8,799,8.3,76.425,0.83927
14,2.9,1371,164,11.539,1033.5,207,983.25,128,1730.3,1036.5,8,81.15,0.87359
15,2.2,1310,79,8.8262,932.5,184,1081.8,126,1646.5,946.25,8.325,79.8,0.87778
16,2.2,1291.8,95,8.3014,911.5,193,1102.5,131,1590.8,956.75,9.7,71.15,0.85694
17,2.9,1383,150,11.152,1019.8,243,1008,135,1718.8,1104,9.775,67.625,0.8185
18,4.8,1580.8,307,20.799,1318.5,281,798.5,151,2083,1408.5,10.35,64.175,0.80654
19,6.9,1775.5,461,27.36,1487.8,383,702.25,172,2332.5,1704,9.65,69.3,0.83192
20,6.1,1640,401,24.018,1404,351,742.75,165,2191.3,1653.8,9.65,67.75,0.81331
21,3.9,1312.8,197,12.779,1076.3,240,957.25,136,1706.5,1284.8,9.125,63.975,0.74192
22,1.5,964.5,61,4.7071,748.5,94,1325.3,85,1332.5,821,8.175,63.4,0.69048
23,1,912.75,26,2.6457,629.25,47,1564.5,53,1252.3,551.75,8.25,60.825,0.66574
0,1.7,1080.3,55,5.8548,805,122,1253.5,97,1375,815.5,8.325,58.525,0.64376
1,1.9,1043.8,53,6.3743,829,133,1247.3,110,1378.3,831.5,7.725,59.675,0.63077
2,1.4,987.75,40,4.1323,718,82,1395.5,91,1303.5,691.5,7.125,61.8,0.6276
3,0.8,888.75,21,1.8694,574.25,-200,1680.3,-200,1187,512,6.975,62.275,0.62611
4,-200,831,10,1.0683,505.75,21,1892.8,32,1133.8,384,6.1,65.9,0.62475
5,0.6,847.25,7,1.0224,501.25,30,1894.5,44,1154.8,394,6.275,64.975,0.62328
6,0.8,927,17,1.8304,571.25,56,1684.8,71,1222.8,486.5,6.75,62.95,0.62343
7,1.4,1090.5,33,4.3593,730.25,109,1387,104,1360.8,748.25,6.45,65.075,0.63163
8,4.4,1587,202,17.866,1235.5,307,896.5,141,1900.3,1400.3,7.325,63.15,0.64993
9,-200,1544.5,-200,22.074,1353,-200,767.25,-200,2058,1587.8,9.225,56.2,0.65607
10,3.1,1350.3,208,14.027,1117.5,187,912,122,1711.8,1237,13.225,41.75,0.63195
11,2.7,1262.8,166,11.646,1037.3,216,969,143,1598.3,1166.5,14.325,38.45,0.6243
12,2.1,1206.3,114,10.225,986,143,1034.5,113,1537,959,15.025,36.5,0.61953
13,2.5,1251.5,140,11.04,1015.8,160,1007.5,116,1592.8,983,16.1,34.475,0.62616
14,2.7,1287,169,12.816,1077.5,163,948.75,123,1660.3,1060.8,16.275,35.725,0.65603
15,2.9,1352.8,185,14.174,1122.3,190,921.75,126,1740,1139.3,15.825,37.025,0.66096
16,2.8,1309,165,12.691,1073.3,178,954,120,1657.3,1112.3,15.875,37.175,0.66573
17,2.4,1274,133,11.738,1040.5,150,1005.8,119,1609.8,993.75,16.875,34.35,0.65491
18,3.9,1509.5,233,19.291,1276.5,206,812.25,149,1909.8,1409.5,15.15,39.55,0.67663
19,3.7,1525.3,242,18.226,1246,202,821,145,1846.8,1447.8,14.4,43.425,0.70845
20,6.6,1843,488,32.556,1609.8,340,624,170,2390.3,1886.5,12.875,50.525,0.7478
21,4.4,1597.8,333,20.093,1299,274,752,149,1940.5,1626.8,12.15,53.35,0.75362
22,3.5,1483.5,215,14.321,1127,253,839,139,1723,1491,10.975,59.125,0.77398
23,5.4,1677.3,367,21.813,1346,300,740.5,134,2062,1657,9.675,64.625,0.77707
0,2.7,1279.5,122,9.639,964,193,962.5,113,1543.5,1285.3,9.45,64.125,0.75975
1,1.9,1196.3,67,7.3751,873,139,1071.3,97,1463.3,1144.3,9.15,63.9,0.74228
2,1.6,1183.8,43,5.3696,781.75,83,1176.3,82,1364.5,1042.8,8.8,63.925,0.72562
3,1.7,1171.8,46,5.3901,782.75,-200,1178.5,-200,1379.8,995.5,7.8,67.525,0.71731
4,-200,1147,56,6.199,821,109,1132.3,83,1411.8,991.5,7,71.075,0.71578
5,1,978.25,30,2.5779,624.75,62,1420.3,65,1274.3,819.25,8.3,63.575,0.69815
6,1.2,1099.5,27,2.9085,646.25,53,1406.3,60,1267.5,835,7.2,67.475,0.68867
7,1.5,1112.3,47,5.1363,770.25,139,1228,77,1408.5,939.75,6.35,71.9,0.6932
8,2.7,1335.5,132,11.817,1043.3,256,935.25,96,1678,1191.8,6.45,71.55,0.69448
9,3.7,1408.3,239,15.14,1153,295,830.33,119,1776.7,1411,9.5667,59.667,0.71237
10,3.2,1447,160,12.913,1080.8,250,868.5,126,1666.8,1465,12.375,51.175,0.73346
11,4.1,1541.5,283,16.134,1183.8,296,808.25,158,1779.8,1582.5,15.65,42.2,0.74509
12,3.6,1451.3,210,14.019,1117.3,239,875.25,161,1679.3,1387.3,18.4,33.825,0.70896
13,2.8,1328.3,154,12.28,1059.3,153,986.5,124,1599.5,1100.5,19.35,31.275,0.69501
14,2,1206.5,112,8.6184,924.25,118,1087.8,102,1488.3,849.75,18.025,34.8,0.71267
15,2,1239.5,108,9.1966,947,119,1049,116,1531.8,947,18.375,33.65,0.70421
16,2.5,1306,111,10.245,986.75,138,1004,124,1554,1078,17.625,35.1,0.7012
17,2.3,1326,97,10.612,1000.3,148,975.5,125,1601.5,1083.8,16.675,37.8,0.71174
18,3.2,1472.8,191,15.452,1162.8,227,830.5,148,1779,1394.8,16.1,41.025,0.74513
19,4.2,1609,258,19.637,1286.3,277,757.5,165,1922,1611.5,15.825,42.4,0.75691
20,4.2,1610.8,284,19.203,1274,279,754.25,161,1915,1697.3,15.65,44.1,0.77864
21,4.2,1620.5,269,18.269,1247.3,283,762,159,1860,1885.5,15.325,46.775,0.80912
22,3.1,1444.3,180,13.145,1088.5,214,844,143,1747.5,1623.8,14.65,48.625,0.80597
23,2.6,1418,116,10.873,1009.8,172,892,130,1603,1536.3,14.7,49.275,0.81934
0,2.9,1533.5,93,10.963,1013,190,888.5,129,1610.8,1534.8,13.95,53.6,0.84977
1,2.8,1483.5,131,11.86,1044.8,174,879.75,119,1624.3,1529.8,14.65,51.5,0.85362
2,2.5,1366.8,92,8.6247,924.5,128,952.5,104,1543,1337,12.55,58.9,0.85374
3,2.4,1344,132,9.7378,967.75,-200,920.5,-200,1619.8,1278.3,11.65,63.425,0.86745
4,-200,1129.5,56,5.1917,773,70,1130.3,82,1451.8,1050.5,12.1,61.1,0.86032
5,1.2,1062,32,3.6504,691,53,1271.5,70,1376.8,929,11.475,63.1,0.85328
6,1,1075.8,29,2.4813,618.25,44,1395.3,63,1333,872.25,11.6,62.15,0.84726
7,0.9,1028.3,27,2.43,614.75,74,1383.5,67,1340,853,10.4,67.65,0.853
8,1.4,1154.5,36,4.2105,722.25,101,1224.8,84,1413.8,959.25,11.575,62.675,0.85304
9,1.6,1235.3,57,6.3523,828,118,1055.3,83,1527,1093.3,12.425,60,0.86272
10,2.2,1331.5,129,8.5871,923,144,951.75,98,1613.8,1225,14.525,53.075,0.87278
11,2.8,1444.8,148,10.86,1009.3,176,878.25,114,1696,1355.3,16.875,46.1,0.87893
12,2.8,1415.5,145,10.66,1002,161,906.75,119,1676.5,1261.5,19.3,38.25,0.8474
13,2,1281.3,93,7.5401,880,113,1083.8,104,1525,980,21.175,31.45,0.7812
14,1.8,1207.3,84,7.5046,878.5,103,1103.5,102,1489.5,872.25,21.425,30.2,0.76159
15,1.9,1257.8,99,8.1601,905.75,112,1081.3,107,1511,900.25,21.925,28.95,0.75246
16,3,1457.8,150,11.867,1045,170,973.75,129,1646,1098.5,22.225,28.4,0.75163
17,2.9,1437.8,156,12.033,1050.8,180,942.5,128,1667.5,1206.3,21.3,30.75,0.76962
18,2.5,1477.8,122,12.163,1055.3,160,929.25,121,1670.8,1262.3,19.65,36.7,0.83071
19,4.6,1807.5,262,20.572,1312.3,261,753.25,157,1992.8,1697.8,18.375,41.725,0.8732
20,5.9,1898,341,23.142,1381.3,325,680.5,173,2102.8,1904.8,17.625,46.1,0.92095
21,3.4,1559.5,214,14.72,1139.8,217,783.75,146,1817.5,1648,16.65,49.575,0.93199
22,2.1,1324.3,100,9.0042,939.5,146,923.5,121,1587,1422.8,16.25,50.95,0.93415
23,2.2,1348.8,79,8.8389,933,152,933,119,1616.5,1348.8,14.725,55.925,0.93139
0,1.8,1238.8,66,7.3576,872.25,104,985,99,1546.5,1250.3,14.825,54.675,0.91635
1,1.8,1239,73,6.9182,853.25,106,1010.3,93,1543.3,1173.8,14.05,57,0.90945
2,1.8,1223.8,66,6.9582,855,108,998.25,88,1565.8,1148.8,13.35,61.35,0.93609
3,1.1,1078.3,44,4.4299,734,-200,1128.3,-200,1486.8,1020.5,12.6,63.475,0.92302
4,-200,1077.5,44,3.9959,710.5,66,1150,71,1467.5,1012.8,12.35,65.35,0.93511
5,1,1074.5,39,3.8659,703.25,88,1155.8,74,1463.8,1010,11.9,67.45,0.93754
6,1.4,1156.8,51,6.3853,829.5,138,1029.5,80,1584,1083,11.375,70.525,0.94752
7,2.2,1314,107,9.685,965.75,228,896.75,89,1710.3,1234.8,11.325,70.2,0.9401
8,5.5,1796.8,336,25.87,1451,360,652,114,2323,1679.5,12.4,63.875,0.91695
9,8.1,1961.3,618,36.692,1701,478,536.75,149,2665.3,2184.3,14.775,54.325,0.90761
10,5.8,1770.5,438,26.636,1470,394,621.5,157,2261.5,1973,17.4,45.65,0.8993
11,4.2,1563.5,334,20.111,1299.5,319,709.75,155,2029,1798.3,19.8,38.525,0.88006
12,3.1,1430,221,14.096,1119.8,201,830.5,134,1783.3,1522,22.025,34.05,0.89037
13,2.9,1417.3,207,14.926,1146.3,171,829.5,119,1830.5,1404,23.325,32.175,0.9096
14,2.9,1400.3,191,15.436,1162.3,159,838.25,111,1828.5,1263.3,23.875,29.975,0.87566
15,2.5,1317.3,185,12.091,1052.8,153,926,104,1706.8,1137,24.45,28.9,0.87359
16,2.3,1317.8,141,11.525,1033,143,949.75,99,1675,1068,24.375,29.4,0.88476
17,2.8,1445.3,214,14.76,1141,156,856.5,110,1823.5,1251.5,23.85,31.325,0.91374
18,6.1,1917,471,32.149,1600.5,314,631.25,162,2447,1843.3,22.55,35.375,0.9547
19,8,2039.8,685,39.202,1754.3,404,542.25,187,2679,2122.3,20.425,42.5,1.0086
20,6.5,1894.8,538,30.961,1573.3,320,565,165,2442.8,1991.5,18.275,52.625,1.0945
21,4.2,1594.5,319,19.896,1293.5,256,678.25,145,2057.5,1707,16.65,57.375,1.0786
22,3.2,1438.5,224,15.316,1158.5,193,764.25,125,1856.3,1494.3,15.7,60.15,1.0654
23,1.4,1141.5,67,6.8954,852.25,89,1008.3,101,1547.3,1164.3,15.25,61.45,1.058
0,2.1,1303.7,155,11.14,1019.3,127,852.33,103,1731.3,1271.7,14.067,65.7,1.0494
